"Artifact_Gene","Major_Cluster","Subcluster","No..cell","Enrichment_Score","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","Avg_Exp","Source_of_Artifacts_SoA","SoA_No..cell","SoA_Enrichment_Score","SoA_avg_log2FC","SoA_pct.1","SoA_pct.2","SoA_p_val","SoA_p_val_adj","SoA_Avg_Exp"
"CNIH4","M3","S6",218,0.0362888623599282,0.398778707251958,0.872,0.781,5.08897196821403e-06,0.128949460702575,2.55963302752294,"M2",1895,0.215243715872941,1.51580081600663,0.826,0.684,4.70838609255733e-264,1.1930579519931e-259,2.74061810154522
"CNPY3","M3","S6",218,0.000176232261299488,0.0195813623666098,0.339,0.33,0.717787199738619,1,0.431192660550458,"M2",1895,0.397831867095255,1.61720271176933,0.613,0.367,8.08495769054036e-169,2.04864742920602e-164,1.08002207505517
"COL9A2","M3","S6",218,0.00061538158394452,0.123076316788904,0.018,0.013,0.473150186585552,1,0.018348623853211,"M2",1895,1.33398087357289,3.83327837233588,0.361,0.013,0,0,0.481788079470201
"COPS3","M3","S6",218,0.0036615720511405,0.0747259602273571,0.794,0.745,0.1502735941516,1,1.91284403669725,"M1",1895,0.992550112165727,1.89780136169355,0.924,0.401,0,0,3.36434918975429
"CORO1A","M3","S6",218,0.021322691176027,0.46353676469624,0.083,0.037,0.00150307391675051,1,0.0963302752293578,"M4",1895,1.12257370237048,2.64134988793053,0.551,0.126,0,0,1.18828242363545
"CRNDE","M3","S6",218,0.000923179878073833,0.0242942073177325,0.706,0.668,0.65853048816668,1,1.3348623853211,"M2",1895,0.243375419741345,1.55016190918054,0.644,0.487,4.59769575919926e-147,1.1650101284235e-142,1.21688741721853
"CSTA","M3","S6",218,0.00178381264811971,0.0810823930963505,0.041,0.019,0.0365313916039945,1,0.0504587155963303,"M2",1895,3.19063372388349,4.49385031532886,0.741,0.031,0,0,1.56070640176599
"CTSC","M3","S6",218,0.0405687785434801,0.507109731793502,0.858,0.778,5.97280648667087e-07,0.0151344943565753,3.10550458715597,"M4",1895,0.257072503206451,1.60670314504032,0.744,0.584,1.28833965157176e-210,3.26452384311767e-206,2.25588382573861
"CTSV","M3","S6",218,4.76071011586616e-05,0.0476071011586616,0.009,0.008,0.820628506173232,1,0.00917431192660551,"M1",1895,1.03453956862683,2.46906818288026,0.446,0.027,0,0,0.663878724516473
"CYR61","M3","S6",218,4.34587109323936e-05,0.00869174218647872,0.078,0.073,0.836488772009664,1,0.0825688073394495,"M1",1895,1.32334687517909,2.99399745515632,0.474,0.032,0,0,0.807109252483018
"DECR1","M3","S6",218,0.136460026010808,0.779771577204619,0.817,0.642,2.23865462515971e-14,5.67252695469218e-10,2.30275229357798,"M4",1895,0.448099434414109,1.88277073283239,0.625,0.387,1.99794111398607e-191,5.06258298872931e-187,1.61141712568854
"DPCD","M3","S6",218,0.046677241251062,0.436235899542636,0.376,0.269,0.000447643535327225,1,0.481651376146789,"M1",1895,0.902406858758975,1.9532615990454,0.615,0.153,0,0,1.07788813382124
"DPP7","M3","S6",218,0.00123461767614089,0.0823078450760593,0.651,0.636,0.499414587873327,1,1.20642201834862,"M2",1895,0.299279877277431,1.42514227274967,0.588,0.378,1.18246443005808e-127,2.99624661932417e-123,1.04470198675495
"DSTN","M3","S6",218,0.078042159064317,0.497083815696287,0.835,0.678,1.92741539720975e-07,0.0048838778749898,1.88990825688073,"M1",1895,0.840318722684806,1.70105004592066,0.938,0.444,0,0,3.40616832200729
"ELF1","M3","S6",218,0.092752388902593,0.548830703565639,0.509,0.34,4.98061702852883e-07,0.0126203854885892,0.73394495412844,"M2",1895,0.344379784258398,1.51043765025613,0.534,0.306,1.9336538001809e-128,4.89968536427838e-124,0.859823399558487
"ELP5","M3","S6",218,0.00562769262243195,0.181538471691353,0.376,0.345,0.299556176077686,1,0.532110091743119,"M1",1895,1.82762869794364,2.7483138314942,0.849,0.184,0,0,2.34239414532149
"EVL","M3","S6",218,0.14859178355831,0.777967453184867,0.394,0.203,1.31874016462393e-10,3.34155570314058e-06,0.51834862385321,"M4",1895,0.405092936646429,2.15474966301292,0.368,0.18,1.25114432691291e-99,3.17027460996463e-95,0.572358537806705
"FAM212A","M3","S6",218,0.0748090120064414,0.726301087441179,0.179,0.076,6.20924924799471e-07,0.0157336166694938,0.201834862385321,"M4",1895,0.865871213164992,2.9056080978691,0.365,0.067,1.38562575604785e-252,3.51103710324965e-248,0.552829243865794
"FERMT2","M3","S6",218,3.73501856987142e-05,0.0186750928493571,0.014,0.012,0.815686007363196,1,0.0137614678899083,"M1",1895,1.19956360958393,2.97658463916608,0.408,0.005,0,0,0.571876633559857
"FLNA","M3","S6",218,0.095999882778198,0.581817471383018,0.583,0.418,2.38405919586266e-07,0.0060409675963964,0.981651376146788,"M2",1895,0.27299091344685,1.70619320904281,0.408,0.248,1.43278663355741e-80,3.63053805077112e-76,0.599889624724059
"FNBP1","M3","S6",218,0.0342705861720391,0.580857392746426,0.119,0.06,0.000772771499113628,1,0.123853211009174,"M4",1895,0.577752646192813,2.46902840253339,0.335,0.101,1.68820582244282e-153,4.27774473348786e-149,0.431647471206807
"FUNDC1","M3","S6",218,0.0188920103859331,0.258794662821001,0.505,0.432,0.0138995796727703,1,0.793577981651375,"M1",1895,0.770925551254407,1.65080417827496,0.681,0.214,0,0,1.24986931521173
"GATA2","M3","S6",218,0.0719104317231916,0.584637656286111,0.459,0.336,6.16828366373629e-06,0.156298139755414,0.8348623853211,"M4",1895,0.743788424266814,2.84976407765063,0.48,0.219,1.48300912093205e-184,3.75779681152972e-180,0.776164246369546
"GMFG","M3","S6",218,0.847591999643997,1.73331697268711,0.661,0.172,2.93301396512139e-61,7.4319640862211e-57,1.35779816513761,"M2",1895,0.326372561651723,0.700370303973655,0.873,0.407,5.30498488387489e-182,1.34423011972506e-177,2.45584988962469
"GMFG","M3","S6",218,0.847591999643997,1.73331697268711,0.661,0.172,2.93301396512139e-61,7.4319640862211e-57,1.35779816513761,"M4",1895,1.17875097507213,2.23671911778392,0.907,0.38,0,0,4.12769153730595
"GPSM3","M3","S6",218,0.580196816216034,1.4688526992811,0.78,0.385,8.09467259007963e-40,2.05110908760028e-35,1.8256880733945,"M2",1895,0.231105110935594,1.28391728297552,0.476,0.296,8.42058033401927e-83,2.13369085083714e-78,0.740618101545246
"GSTA4","M3","S6",218,0.000425233767703102,0.0531542209628877,0.041,0.033,0.559908946590658,1,0.0412844036697248,"M1",1895,0.780049158362767,2.10824096854802,0.411,0.041,0,0,0.566126502875068
"GSTM3","M3","S6",218,0.00286491696986164,0.0636648215524809,0.22,0.175,0.166301099949555,1,0.26605504587156,"M2",1895,0.454830551684607,1.88726369993613,0.542,0.301,2.25311974096914e-155,5.70918011164171e-151,0.96743929359822
"HCLS1","M3","S6",218,0.0189035289463178,0.286417105247239,0.174,0.108,0.00716039966296527,1,0.188073394495413,"M2",1895,0.21680660822618,1.32199151357427,0.313,0.149,1.63697977380855e-65,4.14794304885348e-61,0.397902869757176
"HEY1","M3","S6",218,0.00608644271368924,0.35802604198172,0.037,0.02,0.112775310018963,1,0.055045871559633,"M1",1895,1.41741740044095,3.34296556707771,0.433,0.009,0,0,0.807631991636179
"HHEX","M3","S6",218,0.292949318617042,1.01718513408695,0.743,0.455,4.23890195445843e-21,1.07409536624022e-16,1.72018348623853,"M4",1895,0.207224575282874,1.6711659297006,0.375,0.251,3.05744582665941e-56,7.74726198017227e-52,0.573860791186775
"HOXB6","M3","S6",218,0.00087384408303055,0.0728203402525458,0.069,0.057,0.471143506003768,1,0.0779816513761468,"M1",1895,2.28933648080893,3.72856104366276,0.635,0.021,0,0,1.17929952953478
"HSD17B4","M3","S6",218,0.0198459519218911,0.315015109871287,0.225,0.162,0.0206905573554356,1,0.243119266055046,"M4",1895,0.712776943323755,3.04605531334938,0.383,0.149,3.89565718866306e-152,9.87120575035332e-148,0.691036554832243
"HSPB1","M3","S6",218,0.0034313358260911,0.107229244565347,0.844,0.812,0.13615563753235,1,2.55045871559633,"M2",1895,0.405789100598369,1.77977675701039,0.627,0.399,4.26268204822315e-175,1.08012100419926e-170,1.17935982339955
"HYI","M3","S6",218,0.000111951517054306,0.0159930738649008,0.037,0.03,0.58135632541799,1,0.0412844036697248,"M2",1895,0.369300488325899,2.15965197851403,0.256,0.085,1.37837254323248e-98,3.49265818729677e-94,0.324503311258279
"ICAM3","M3","S6",218,0.00109975439137987,0.0297230916589155,0.573,0.536,0.734940949848667,1,0.954128440366972,"M4",1895,0.73714274800135,2.53313659106993,0.574,0.283,2.6603254332446e-235,6.74099861529849e-231,1.08262393590385
"IFI27L2","M3","S6",218,0.0112294573749111,0.30349884797057,0.106,0.069,0.0549966762292126,1,0.105504587155963,"M2",1895,0.186717925419578,1.63787653876823,0.261,0.147,1.45242383352511e-43,3.68029675176927e-39,0.33057395143488
"IFITM2","M3","S6",218,0.588772496461849,1.6918749898329,0.555,0.207,7.45254475106889e-35,1.88840031447335e-30,1.06880733944954,"M4",1895,0.666074753454533,2.33710439808608,0.499,0.214,4.61211009323281e-196,1.16866257652426e-191,0.805207811717567
"IFT57","M3","S6",218,0.0238111005158381,0.372048445559971,0.22,0.156,0.0115426329852325,1,0.256880733944954,"M1",1895,0.805934101672121,1.71840959844802,0.613,0.144,0,0,1.03188708834293
"IL2RG","M3","S6",218,0.0459648484048115,0.483840509524332,0.243,0.148,0.000241697389797587,1,0.307339449541284,"M4",1895,1.59246149562156,3.96134700403372,0.463,0.061,0,0,0.817726589884819
"IMPA1","M3","S6",218,0.0136247022382967,0.35854479574465,0.161,0.123,0.120801056312816,1,0.215596330275229,"M4",1895,0.299742992470198,1.9463830679883,0.293,0.139,2.59098695738498e-72,6.56530185131779e-68,0.388082123184776
"ITM2A","M3","S6",218,0.00510373766669147,0.12448140650467,0.615,0.574,0.122290860580701,1,1.29816513761468,"M4",1895,2.55625580358826,4.49254095533964,0.787,0.218,0,0,4.04106159238857
"KIF3A","M3","S6",218,0.0333845350924055,0.476921929891507,0.156,0.086,0.000806228356357332,1,0.174311926605505,"M1",1895,1.05734264720144,2.47621228852796,0.474,0.047,0,0,0.738107684265558
"KLRG1","M3","S6",218,0.000517340210218413,0.172446736739471,0.041,0.038,0.798239376857133,1,0.0412844036697248,"M4",1895,0.976738453595059,3.31097780879681,0.34,0.045,6.25237688086681e-282,1.58428977784284e-277,0.47070605908863
"LAPTM4B","M3","S6",218,0.202197626873809,0.996047423023691,0.83,0.627,3.74693753174147e-21,9.49436501167971e-17,2.5,"M4",1895,0.211246019913458,1.70359693478595,0.578,0.454,3.23330953937435e-121,8.19288304182067e-117,1.33049574361543
"LAPTM5","M3","S6",218,0.0826842399604173,0.889077849036745,0.147,0.054,1.41893078983579e-07,0.0035954287283649,0.224770642201835,"M4",1895,0.474888200094683,1.689993594643,0.468,0.187,9.86120543044144e-147,2.49873084401956e-142,0.877315973960932
"LAPTM5","M3","S6",218,0.0826842399604173,0.889077849036745,0.147,0.054,1.41893078983579e-07,0.0035954287283649,0.224770642201835,"M2",1895,0.344291701103167,1.15923131684568,0.487,0.19,9.74616102546632e-141,2.46957974224291e-136,0.774834437086084
"LCP1","M3","S6",218,0.0310816264203469,0.361414260701708,0.491,0.405,0.00950180429443704,1,0.756880733944954,"M2",1895,0.396543320988046,1.44723839776659,0.586,0.312,1.70518630819504e-153,4.32077158633541e-149,0.920529801324486
"LCP2","M3","S6",218,0.157779605868603,1.08068223197673,0.17,0.024,1.87621813323286e-24,4.75414912779875e-20,0.178899082568807,"M4",1895,0.526853479001589,2.38395239367235,0.272,0.051,3.99592936626686e-168,1.01252854211836e-163,0.343515272909363
"LEPRE1","M3","S6",218,0.028721867198258,0.404533340820535,0.197,0.126,0.00498067505795433,1,0.224770642201835,"M2",1895,0.340917562755225,2.02927120687634,0.282,0.114,1.87300382545376e-87,4.74600439331727e-83,0.354856512141282
"LGALS1","M3","S6",218,0.58907248813976,2.222915049584,0.991,0.726,3.14818065793533e-86,7.97717496914233e-82,12.1697247706422,"M2",1895,0.90677923744744,2.21706415023824,0.977,0.568,0,0,8.42052980132446
"LIMD2","M3","S6",218,0.116962397836925,0.83544569883518,0.239,0.099,1.40831529039293e-09,3.56853011432664e-05,0.28440366972477,"M4",1895,0.444878910180776,2.05962458417026,0.471,0.255,1.47140077374338e-124,3.72838242058835e-120,0.809714571857777
"LINC01088","M3","S6",218,0.483221547191549,1.68958582934108,0.436,0.15,1.35547961130498e-27,3.4346497870857e-23,0.908256880733944,"M4",1895,0.658932509488143,3.37914107429817,0.276,0.081,1.70270142354648e-126,4.31447513712443e-122,0.537806710065095
"LPCAT2","M3","S6",218,0.000807030713340291,0.0424753007021206,0.11,0.091,0.430680422514626,1,0.110091743119266,"M4",1895,0.804219736973359,2.72616859990969,0.399,0.104,1.96088905483201e-219,4.96869677603882e-215,0.559839759639455
"LYL1","M3","S6",218,0.0185150262835559,0.313814004806032,0.959,0.9,3.97285294257583e-06,0.100668120711929,4.30733944954128,"M4",1895,0.39143015614006,1.59117949650431,0.641,0.395,4.26968416437913e-164,1.08189527041203e-159,1.52879318978468
"LYN","M3","S6",218,0.0314266627311522,0.317441037688406,0.385,0.286,0.00276580070510816,1,0.490825688073394,"M4",1895,0.694783452144599,2.45506520192438,0.471,0.188,6.80850717101543e-195,1.7252076320636e-190,0.875312969454172
"LYPD1","M3","S6",218,0.000197023720035958,0.0656745733453192,0.014,0.011,0.746683421908026,1,0.0137614678899083,"M1",1895,1.79354914246125,3.64542508630336,0.497,0.005,0,0,0.951907997909052
"LYZ","M3","S6",218,0.505230457724932,1.5403367613565,0.482,0.154,1.78761653762201e-34,4.52964154468041e-30,0.981651376146788,"M2",1895,0.976779944265486,3.45151923768723,0.38,0.097,6.83817228290912e-208,1.73272447476634e-203,1.57064017660044
"MBNL1","M3","S6",218,0.0024257358161993,0.0655604274648459,0.528,0.491,0.269375446018725,1,0.766055045871559,"M2",1895,0.387194236107088,1.81781331505675,0.512,0.299,2.77438859540392e-132,7.030023261894e-128,0.76655629139072
"MLF1IP","M3","S6",218,0.000755511162607568,0.0314796317753153,0.803,0.779,0.89001472901023,1,1.89449541284404,"M1",1895,1.03020429319947,1.93647423533735,0.939,0.407,0,0,3.65133298484053
"MLF2","M3","S6",218,0.0299539157465632,0.2674456763086,0.798,0.686,0.00168645509197322,1,1.69266055045872,"M1",1895,1.09071696019568,1.9976501102485,0.917,0.371,0,0,3.20909566126501
"MRPL43","M3","S6",218,0.000717227187053458,0.0275856610405176,0.56,0.534,0.937680980878697,1,0.894495412844035,"M1",1895,0.850371585812203,1.64481931491722,0.855,0.338,0,0,2.28437009932045
"MRPS26","M3","S6",218,0.00703940378051567,0.117323396341928,0.697,0.637,0.0862634719020394,1,1.40825688073394,"M1",1895,0.819756131631001,1.66956442287373,0.896,0.405,0,0,3.22268687924723
"MS4A3","M3","S6",218,0.0114055338212983,0.712845863831144,0.046,0.03,0.214042902584117,1,0.13302752293578,"M2",1895,3.24408533988905,5.06097556924969,0.661,0.02,0,0,1.64900662251654
"MSX2","M3","S6",218,0.000229303540301678,0.0764345134338926,0.009,0.006,0.570437529619481,1,0.00917431192660551,"M1",1895,0.932901802843712,2.74382883189327,0.344,0.004,0,0,0.484056455828542
"MYB","M3","S6",218,0.286817917053776,1.2000749667522,0.445,0.206,3.12708688217041e-17,7.92372545073161e-13,0.683486238532109,"M2",1895,0.28291310962843,1.52926005204557,0.344,0.159,1.28917462979026e-85,3.26663959442554e-81,0.444260485651216
"MYL12A","M3","S6",218,0.030047171669883,0.639301524891127,0.995,0.948,1.70668233889342e-23,4.32456237852204e-19,7.1651376146789,"M2",1895,0.193007087797957,1.34032699859692,0.889,0.745,2.68936293342951e-291,6.81457673701704e-287,3.07615894039732
"MZT1","M3","S6",218,0.000691407134612303,0.0460938089741535,0.638,0.623,0.599755071444382,1,1.22018348623853,"M1",1895,0.891425418156082,1.79001087983149,0.925,0.427,0,0,3.59226346053317
"NCOR1","M3","S6",218,0.00501376106321534,0.0835626843869222,0.633,0.573,0.150249498907288,1,1.01834862385321,"M1",1895,0.954414896882494,1.83189039708732,0.894,0.373,0,0,2.96654469419758
"NDFIP2","M3","S6",218,0.0990933039853317,0.678721260173505,0.417,0.271,3.78174586688484e-06,0.095825658520995,0.568807339449541,"M1",1895,0.892545975995692,1.95733766665722,0.595,0.139,0,0,1.01045478306326
"NEK6","M3","S6",218,0.011090153179623,0.2640512661815,0.174,0.132,0.0902148519959645,1,0.188073394495413,"M4",1895,0.279951641590859,1.59063432722079,0.388,0.212,1.14229982456415e-80,2.89447352546309e-76,0.662994491737601
"NINJ2","M3","S6",218,0.0282588522817305,0.328591305601517,0.28,0.194,0.00511187662271106,1,0.334862385321101,"M4",1895,0.456211983488493,2.24734967235711,0.312,0.109,4.51596197121994e-119,1.14429960388742e-114,0.427140711066598
"NSMAF","M3","S6",218,0.00589237414911297,0.190076585455257,0.188,0.157,0.220014216106122,1,0.206422018348624,"M4",1895,0.258247252257897,1.85789390113595,0.267,0.128,1.12022609950512e-59,2.83854091353603e-55,0.338007010515773
"NT5C3B","M3","S6",218,0.00565463204479531,0.13463409630465,0.739,0.697,0.16248532168808,1,1.61009174311927,"M1",1895,2.14113507880279,3.12574464058801,0.964,0.279,0,0,4.81285938316777
"NUCB2","M3","S6",218,0.0509482648680075,0.606526962714375,0.839,0.755,7.70989180113232e-11,1.95360948348892e-06,3.11467889908257,"M2",1895,0.245246592980367,1.59251034402836,0.908,0.754,0,0,5.88245033112579
"PCBD1","M3","S6",218,0.00480478778241109,0.0960957556482218,0.904,0.854,0.225520408904168,1,2.63761467889908,"M1",1895,0.783632971147959,1.63939952123004,0.93,0.452,0,0,3.55358076319914
"PHACTR1","M3","S6",218,0.116695325355748,0.757761852959402,0.294,0.14,5.61813085034529e-09,0.000142357817616899,0.353211009174312,"M4",1895,0.640405941787339,2.91093609903336,0.285,0.065,5.70564757369043e-164,1.44575403869742e-159,0.370055082623935
"PKIB","M3","S6",218,0.00633591391373222,0.162459331121339,0.417,0.378,0.289838546984558,1,0.596330275229357,"M2",1895,0.401111098169717,2.26616439643908,0.36,0.183,1.54573106885497e-95,3.9167279553716e-91,0.487858719646801
"PLA2G16","M3","S6",218,0.00530497899729196,0.196480703603406,0.151,0.124,0.260181356077013,1,0.188073394495413,"M1",1895,1.32256843295336,2.90674380868871,0.498,0.043,0,0,0.808154730789344
"PLS3","M3","S6",218,0.000455944108839407,0.0569930136049259,0.037,0.029,0.552599028236313,1,0.0412844036697248,"M1",1895,3.2807373276058,4.37431643680773,0.766,0.016,0,0,2.0073183481443
"PMAIP1","M3","S6",218,0.00166136014169916,0.110757342779944,0.394,0.379,0.671950960714128,1,0.610091743119266,"M1",1895,1.32272876367145,2.39624776027436,0.831,0.279,0,0,3.66701515943541
"PPCS","M3","S6",218,0.00550945565845753,0.122432347965723,0.289,0.244,0.189782641975372,1,0.357798165137614,"M2",1895,1.88571562802957,3.33754978412313,0.875,0.31,0,0,2.62362030905074
"PPIC","M3","S6",218,0.00617677357755487,0.137261635056775,0.307,0.262,0.186466019249661,1,0.408256880733945,"M2",1895,0.69903591177042,2.32237844442,0.579,0.278,7.18188141797902e-234,1.8198169325017e-229,1.00717439293597
"PPIE","M3","S6",218,0.0002649528430871,0.0441588071811833,0.757,0.751,0.875881200423717,1,1.77522935779817,"M2",1895,0.258707061542382,1.72471374361588,0.711,0.561,5.22796854387348e-214,1.3247149493321e-209,1.62969094922736
"PPIH","M3","S6",218,0.00107931720693669,0.046926835084204,0.858,0.835,0.323959695793187,1,2.42201834862385,"M2",1895,0.17418127446551,1.54142720765938,0.756,0.643,2.63558835750962e-210,6.67831733909362e-206,1.89955849889623
"PPP1R18","M3","S6",218,0.251057092000496,0.984537615688221,0.702,0.447,2.72657248892569e-18,6.90886202968882e-14,1.45871559633028,"M4",1895,0.539920970552524,2.25908355879717,0.443,0.204,8.41538451035403e-148,2.13237428107861e-143,0.718077115673502
"PPT1","M3","S6",218,0.00485330626600407,0.107851250355646,0.656,0.611,0.0747290156983893,1,1.3394495412844,"M2",1895,1.60642135684121,4.03623456492766,0.974,0.576,0,0,9.5772626931567
"PROSC","M3","S6",218,0.0107553774744883,0.215107549489765,0.266,0.216,0.122119055611092,1,0.330275229357798,"M4",1895,0.28729114672378,1.68994792190459,0.417,0.247,3.6515201006154e-84,9.25258678294937e-80,0.700550826239351
"PSMB8","M3","S6",218,0.00701085719430822,0.189482626873195,0.101,0.064,0.0515565948112604,1,0.110091743119266,"M4",1895,0.207760258210133,0.831041032840534,0.508,0.258,5.16332391885901e-85,1.30833464779968e-80,1.01402103154731
"PSMB8","M3","S6",218,0.00701085719430822,0.189482626873195,0.101,0.064,0.0515565948112604,1,0.110091743119266,"M2",1895,0.977999354904256,2.05894601032475,0.686,0.211,0,0,1.50275938189844
