"Artifact_Gene","Major_Cluster","Subcluster","No..cell","Enrichment_Score","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","Avg_Exp","Source_of_Artifacts_SoA","SoA_No..cell","SoA_Enrichment_Score","SoA_avg_log2FC","SoA_pct.1","SoA_pct.2","SoA_p_val","SoA_p_val_adj","SoA_Avg_Exp"
"TEX30","M3","S3",236,0.0119790667429513,0.285215874832173,0.737,0.695,0.000627758901339839,1,1.33050847457627,"M4",1895,0.309053375621404,2.03324589224608,0.7,0.548,1.04610443847444e-217,2.65072403665039e-213,1.96494742113171
"TMEM30A","M3","S3",236,0.00791425934681951,0.344098232470413,0.169,0.146,0.250128363219754,1,0.190677966101695,"M2",1895,0.819831775122863,2.6192708470379,0.435,0.122,1.8626483469449e-237,4.71976464632369e-233,0.619757174392932
"TPM4","M3","S3",236,0.00670157014903799,0.319122388049428,0.136,0.115,0.295830469894939,1,0.14406779661017,"M4",1895,0.327593416866703,1.7707752263065,0.38,0.195,7.92731816655141e-91,2.00870315022246e-86,0.610916374561836
"TTC19","M3","S3",236,0.00114803681010955,0.287009202527387,0.369,0.365,0.268424818076228,1,0.449152542372881,"M1",1895,0.986094332746157,1.87827491951649,0.733,0.208,0,0,1.50914793518037
"VAMP8","M3","S3",236,0.00096354958224118,0.0602218488900741,0.949,0.933,0.0331454469498261,1,3.68644067796611,"M4",1895,0.275711781561433,1.44351718094991,0.927,0.736,0,0,5.45067601402104
"VAMP8","M3","S3",236,0.00096354958224118,0.0602218488900741,0.949,0.933,0.0331454469498261,1,3.68644067796611,"M2",1895,0.172395505539164,0.870684371409919,0.937,0.739,2.82231005724214e-214,7.15145145404587e-210,4.40507726269311
"YWHAE","M3","S3",236,0.00201397799860306,0.201397799860306,0.881,0.871,0.127461671180677,1,2.08474576271186,"M1",1895,0.768134803542917,1.90604169613627,0.988,0.585,0,0,6.49660219550444
"AKAP12","M3","S4",232,0.00429086600391602,0.330066615685848,0.082,0.069,0.355768839838085,1,0.0818965517241379,"M1",1895,1.94929363383204,3.41981339268779,0.597,0.027,0,0,1.0350235232619
"BEX2","M3","S4",232,0.138964155201298,1.32346814477427,0.233,0.128,8.42999447209065e-07,0.0213607629928305,0.34051724137931,"M1",1895,1.58008801919319,3.06218608370773,0.564,0.048,0,0,0.995818086774711
"CMPK2","M3","S4",232,0.000142565595396568,0.142565595396568,0.052,0.051,0.908813311550517,1,0.0517241379310345,"M4",1895,1.24950717658821,3.62175993213975,0.378,0.033,0,0,0.589884827240856
"CRNDE","M3","S4",232,0.0424769460690248,0.67423723919087,0.728,0.665,9.76892409053798e-12,2.47534767530142e-07,1.375,"M2",1895,0.243375419741345,1.55016190918054,0.644,0.487,4.59769575919926e-147,1.1650101284235e-142,1.21688741721853
"GSTM3","M3","S4",232,0.00595506694222361,0.541369722020328,0.19,0.179,0.306505798056574,1,0.254310344827586,"M2",1895,0.454830551684607,1.88726369993613,0.542,0.301,2.25311974096914e-155,5.70918011164171e-151,0.96743929359822
"HLA-B","M3","S4",232,0.00504760172666522,0.504760172666522,0.095,0.085,0.509828986468891,1,0.116379310344828,"M4",1895,0.416607034509847,1.98384302147546,0.579,0.369,4.53363502458575e-143,1.14877777887978e-138,1.5027541311968
"IFT27","M3","S4",232,0.00871227687982389,0.378794646948865,0.047,0.024,0.0356607660329187,1,0.0474137931034483,"M1",1895,0.832706441119068,1.77171583216823,0.554,0.084,0,0,0.856769472033465
"IQGAP2","M3","S4",232,0.00388290495439198,0.388290495439198,0.358,0.348,0.0598759466466266,1,0.426724137931034,"M4",1895,0.790855869298452,2.72708920447742,0.504,0.214,6.74659263978297e-219,1.70951910899461e-214,0.938908362543806
"NUDT7","M3","S4",232,0.0372589385538001,0.846794058040912,0.142,0.098,0.0130681209033017,1,0.176724137931035,"M2",1895,0.387235567120566,2.30497361381289,0.257,0.089,1.01975720409058e-94,2.58396277944513e-90,0.326158940397352
"PDLIM3","M3","S4",232,0.000832262776693038,0.138710462782173,0.013,0.007,0.353454597113363,1,0.0129310344827586,"M1",1895,1.03286603650698,2.8453609821129,0.366,0.003,0,0,0.500261369576583
"PERP","M3","S4",232,0.00090972361021619,0.181944722043238,0.03,0.025,0.599798490966889,1,0.0301724137931035,"M1",1895,1.59291159671109,2.63727085548194,0.669,0.065,0,0,1.3298484056456
"PPIC","M3","S4",232,0.0170477991293719,0.681911965174879,0.289,0.264,0.036950346670905,1,0.392241379310345,"M2",1895,0.69903591177042,2.32237844442,0.579,0.278,7.18188141797902e-234,1.8198169325017e-229,1.00717439293597
"RP11-834C11.4","M3","S4",232,7.38473756424742e-05,0.0369236878212371,0.004,0.002,0.594786899332098,1,0.00431034482758621,"M1",1895,1.08812074037336,2.89393813929086,0.378,0.002,0,0,0.495556717198119
"SESN3","M3","S4",232,0.0103441263416451,0.449744623549785,0.06,0.037,0.073593860949785,1,0.0646551724137931,"M2",1895,0.655915790102927,2.74441753181141,0.296,0.057,2.08372316852316e-191,5.27994613672082e-187,0.380794701986757
"TMSB15B","M3","S4",232,0.00276404088465135,0.30711565385015,0.052,0.043,0.497376200938083,1,0.0517241379310345,"M1",1895,2.47727076571711,3.56955441745981,0.729,0.035,0,0,1.55462624150551
"TRAPPC6A","M3","S4",232,0.00542187697274351,0.60243077474928,0.241,0.232,0.161105664894751,1,0.301724137931034,"M4",1895,0.282487425728779,1.66169073958105,0.459,0.289,4.29420241625443e-87,1.08810795025471e-82,0.730095142714063
"TXNIP","M3","S4",232,0.335530133192713,1.56060527066378,0.647,0.432,5.37061628420682e-25,1.36086046025517e-20,1.65517241379311,"M2",1895,0.18101164952837,1.41415351194039,0.351,0.223,2.71006289383214e-49,6.86702836668125e-45,0.493929359823402
"UBE2L6","M3","S4",232,0.0464006970558121,0.892321097227156,0.302,0.25,0.00208526540505938,1,0.426724137931034,"M4",1895,1.06116760405884,3.01468069334897,0.509,0.157,2.37144716216762e-293,6.00900996421654e-289,1.09364046069103
"ADA","M3","S5",219,0.00508537156533163,0.0807201835766926,0.21,0.147,0.0468744170769822,1,0.223744292237443,"M4",1895,0.404400288973086,2.12842257354256,0.359,0.169,1.3592465912449e-103,3.44419493755546e-99,0.557836755132695
"AKAP12","M3","S5",219,0.00293755802512404,0.122398251046835,0.091,0.067,0.214963366674097,1,0.100456621004566,"M1",1895,1.94929363383204,3.41981339268779,0.597,0.027,0,0,1.0350235232619
"APLP2","M3","S5",219,0.0250710582432675,0.216129812441961,0.772,0.656,0.00125745745248556,1,1.75342465753424,"M2",1895,0.708561425882923,2.39378860095582,0.879,0.583,0,0,2.96964679911696
"ARL6IP5","M3","S5",219,0.00330431167388143,0.0388742549868404,0.457,0.372,0.170887458640433,1,0.611872146118721,"M4",1895,0.362072851332517,1.93621845632362,0.619,0.432,9.75842544009829e-164,2.47268742226651e-159,1.28192288432649
"ASRGL1","M3","S5",219,0.00209847306024848,0.0304126530470794,0.548,0.479,0.245423501581861,1,0.899543378995433,"M1",1895,0.935818712255031,1.86418070170325,0.729,0.227,0,0,1.54626241505491
"B9D1","M3","S5",219,0.0374330541684798,0.398223980515743,0.247,0.153,0.000873316588971417,1,0.28310502283105,"M1",1895,1.37437748863539,2.71080372511911,0.576,0.069,0,0,1.0099320439101
"BAZ1A","M3","S5",219,0.000480981431556513,0.00565860507713545,0.84,0.755,0.519377173447983,1,2.15068493150685,"M2",1895,0.181038141213298,1.57424470620259,0.752,0.637,1.66607122983528e-212,4.22165788927961e-208,2.05132450331124
"CENPV","M3","S5",219,0.00253566635219026,0.0261408902287656,0.863,0.766,0.327619622508217,1,2.17351598173516,"M1",1895,0.953754283838123,1.95041775836017,0.95,0.461,0,0,4.55776267642443
"CITED2","M3","S5",219,0.00288977407656553,0.0489792216367038,0.767,0.708,0.188715130191365,1,1.99086757990867,"M2",1895,0.187758151292214,1.42241023706223,0.669,0.537,1.30576522891388e-136,3.30867851354488e-132,1.49503311258277
"CRNDE","M3","S5",219,0.00439478303496239,0.062782614785177,0.735,0.665,0.176589176954639,1,1.55707762557077,"M2",1895,0.243375419741345,1.55016190918054,0.644,0.487,4.59769575919926e-147,1.1650101284235e-142,1.21688741721853
"CSNK1E","M3","S5",219,0.0135644392160296,0.17847946336881,0.251,0.175,0.0189108541381875,1,0.278538812785388,"M1",1895,1.24512303480947,2.2679836699626,0.666,0.117,0,0,1.29377940407738
"CSRP2","M3","S5",219,0.020528173119156,0.331099566438,0.128,0.066,0.00150106113172367,1,0.136986301369863,"M1",1895,1.72893792209841,3.3900743570557,0.537,0.027,0,0,0.986408782017784
"CTPS1","M3","S5",219,0.0345486171801674,0.224341670001087,0.644,0.49,0.00253563330871376,1,1.02283105022831,"M2",1895,0.198609921944437,1.71215449952101,0.467,0.351,2.22878498390316e-77,5.64751827071223e-73,0.735099337748337
"CTSC","M3","S5",219,0.0124007789592798,0.105989563754528,0.89,0.773,0.0140408904958945,1,2.73059360730594,"M4",1895,0.257072503206451,1.60670314504032,0.744,0.584,1.28833965157176e-210,3.26452384311767e-206,2.25588382573861
"CXADR","M3","S5",219,0.000997316999019868,0.0997316999019868,0.023,0.013,0.218901290271478,1,0.0228310502283105,"M1",1895,1.06155718858928,2.90837585914871,0.371,0.006,0,0,0.512284370099322
"DECR1","M3","S5",219,0.00321072861872561,0.0248893691374078,0.776,0.647,0.0894266392442058,1,1.62557077625571,"M4",1895,0.448099434414109,1.88277073283239,0.625,0.387,1.99794111398607e-191,5.06258298872931e-187,1.61141712568854
"DHRS9","M3","S5",219,0.000710957842270679,0.0710957842270679,0.023,0.013,0.221353191002474,1,0.0228310502283105,"M2",1895,1.83296463306809,4.3230297949719,0.434,0.01,0,0,0.708057395143482
"DPCD","M3","S5",219,0.0015646599690173,0.0195582496127162,0.352,0.272,0.1273387538018,1,0.406392694063927,"M1",1895,0.902406858758975,1.9532615990454,0.615,0.153,0,0,1.07788813382124
"DPP7","M3","S5",219,0.0104793769657806,0.091125017093744,0.74,0.625,0.0482857004228817,1,1.38356164383561,"M2",1895,0.299279877277431,1.42514227274967,0.588,0.378,1.18246443005808e-127,2.99624661932417e-123,1.04470198675495
"EMC2","M3","S5",219,0.0418873562003076,0.332439334923076,0.402,0.276,0.00112750327381502,1,0.506849315068493,"M4",1895,0.219598973861926,1.63879831240243,0.408,0.274,3.62994925016713e-65,9.1979284049985e-61,0.654982473710559
"FHL1","M3","S5",219,0.00107632577074179,0.071755051382786,0.032,0.017,0.14105441017639,1,0.0319634703196347,"M1",1895,1.87275898670907,3.10573629636661,0.641,0.038,0,0,1.30580240460012
"GAS5","M3","S5",219,0.00137376316109893,0.0686881580549463,0.982,0.962,0.00610716954836835,1,7.53881278538812,"M2",1895,0.157793719235622,1.26234975388498,0.861,0.736,9.49883528567479e-217,2.40690987303713e-212,3.11092715231785
"GPR160","M3","S5",219,0.0163576088439597,0.233680126342281,0.151,0.081,0.00138281800541836,1,0.155251141552511,"M2",1895,1.09159871152824,2.99889755914353,0.461,0.097,0,0,0.777041942604848
"GSTM3","M3","S5",219,0.00229855763910663,0.0522399463433325,0.219,0.175,0.179397359871623,1,0.278538812785388,"M2",1895,0.454830551684607,1.88726369993613,0.542,0.301,2.25311974096914e-155,5.70918011164171e-151,0.96743929359822
"HES4","M3","S5",219,0.0215061294686547,0.154720355889602,0.708,0.569,0.0152055543516276,1,1.37442922374429,"M1",1895,2.28145895260415,3.36995413974025,0.879,0.202,0,0,3.81756403554622
"HSPA1A","M3","S5",219,0.0105416352092019,0.115842145156065,0.685,0.594,0.0694092635601724,1,1.5296803652968,"M1",1895,2.2899024838566,3.42287366794709,0.897,0.228,0,0,4.9477260846837
"HSPA1B","M3","S5",219,0.00460536410304249,0.0959450854800519,0.228,0.18,0.139619248590445,1,0.264840182648402,"M1",1895,1.34020573431677,2.72954324708099,0.58,0.089,0,0,1.25823314166232
"ID2","M3","S5",219,0.0422732543690723,0.278113515586002,0.443,0.291,4.64429148742894e-05,1,0.689497716894977,"M1",1895,1.27010905897171,2.21659521635551,0.784,0.211,0,0,2.75483533716674
"IQGAP2","M3","S5",219,0.0432546583117683,0.243003698380721,0.507,0.329,4.55048939691026e-05,1,0.684931506849315,"M4",1895,0.790855869298452,2.72708920447742,0.504,0.214,6.74659263978297e-219,1.70951910899461e-214,0.938908362543806
"ITM2A","M3","S5",219,0.0151229755607515,0.120983804486012,0.689,0.564,0.0111292531038725,1,1.51598173515982,"M4",1895,2.55625580358826,4.49254095533964,0.787,0.218,0,0,4.04106159238857
"KRCC1","M3","S5",219,0.00262513428835965,0.0795495238896864,0.123,0.09,0.138062472443639,1,0.155251141552511,"M2",1895,0.236170963065549,1.41419738362604,0.308,0.141,7.61516072021172e-72,1.92960557489445e-67,0.379690949227375
"LGMN","M3","S5",219,0.000147841432243677,0.0246402387072795,0.023,0.017,0.565021013920294,1,0.0228310502283105,"M1",1895,0.796005989127443,2.47976943653409,0.331,0.01,0,0,0.443282801881862
"LPXN","M3","S5",219,6.7317684333319e-05,0.009616812047617,0.023,0.016,0.46942541273563,1,0.0228310502283105,"M4",1895,0.882980934326719,3.37015623788824,0.28,0.018,9.47304563701988e-288,2.40037503396447e-283,0.404606910365547
"LYL1","M3","S5",219,0.0100822785734351,0.127623779410571,0.977,0.898,0.0119224652213238,1,4.24200913242009,"M4",1895,0.39143015614006,1.59117949650431,0.641,0.395,4.26968416437913e-164,1.08189527041203e-159,1.52879318978468
"MFSD1","M3","S5",219,0.0117637586666859,0.199385740113321,0.187,0.128,0.0318511377796188,1,0.219178082191781,"M2",1895,0.248208716203817,1.46869062842495,0.312,0.143,1.03262774425139e-73,2.6165754411586e-69,0.391832229580576
"MOSPD1","M3","S5",219,0.000636464039368704,0.00896428224462964,0.237,0.166,0.0487365706281754,1,0.269406392694064,"M1",1895,1.1308704659199,2.40610737429766,0.552,0.082,0,0,0.958703606900169
"NAPRT1","M3","S5",219,0.00942172094242304,0.0880534667516171,0.68,0.573,0.0918835414325139,1,1.21004566210046,"M2",1895,0.446603868199636,1.94175594869407,0.498,0.268,3.98421510992957e-146,1.00956026670505e-141,0.780353200882993
"NINJ2","M3","S5",219,0.0220962116507174,0.298597454739424,0.269,0.195,0.0194978839055741,1,0.328767123287671,"M4",1895,0.456211983488493,2.24734967235711,0.312,0.109,4.51596197121994e-119,1.14429960388742e-114,0.427140711066598
"NUDT7","M3","S5",219,0.0365058309444559,0.384271904678483,0.187,0.092,5.27755621157331e-05,1,0.219178082191781,"M2",1895,0.387235567120566,2.30497361381289,0.257,0.089,1.01975720409058e-94,2.58396277944513e-90,0.326158940397352
"PIN4","M3","S5",219,0.00608353779583443,0.0486683023666755,0.58,0.455,0.0547471642364665,1,0.831050228310501,"M1",1895,0.856038109772604,1.69848831304088,0.75,0.246,0,0,1.5603763721903
"PPIC","M3","S5",219,0.0409196178597367,0.298683342041874,0.388,0.251,0.000217680677365155,1,0.5662100456621,"M2",1895,0.69903591177042,2.32237844442,0.579,0.278,7.18188141797902e-234,1.8198169325017e-229,1.00717439293597
"PPIE","M3","S5",219,0.0258601023422231,0.215500852851859,0.858,0.738,0.000650685603574383,1,2.18721461187215,"M2",1895,0.258707061542382,1.72471374361588,0.711,0.561,5.22796854387348e-214,1.3247149493321e-209,1.62969094922736
"PPIH","M3","S5",219,0.0121847401048036,0.120640991136669,0.927,0.826,0.0456027627351631,1,2.82191780821918,"M2",1895,0.17418127446551,1.54142720765938,0.756,0.643,2.63558835750962e-210,6.67831733909362e-206,1.89955849889623
"RCN1","M3","S5",219,0.000200257930309734,0.00910263319589699,0.082,0.06,0.239013320322815,1,0.0867579908675799,"M1",1895,0.871958377324982,1.92911145425881,0.531,0.079,0,0,0.819654992158922
"RHOF","M3","S5",219,0.000687347982704368,0.0763719980782631,0.037,0.028,0.489644248741387,1,0.0365296803652968,"M4",1895,0.603545632690512,2.64712996794084,0.281,0.053,2.00100996306321e-182,5.07035914540587e-178,0.371557336004005
"RPL9","M3","S5",219,0.00664351976282934,0.0657774233943498,0.918,0.817,0.0983472130110155,1,2.55707762557078,"M1",1895,0.956774404490548,1.73958982634645,0.845,0.295,0,0,2.19079979090435
"SEPT6","M3","S5",219,0.000937409598166549,0.0153673704617467,0.42,0.359,0.289557712975215,1,0.570776255707762,"M4",1895,0.586298714738001,2.38332810869106,0.515,0.269,4.79323953975741e-178,1.21455896697913e-173,0.904857285928883
"SLC25A11","M3","S5",219,0.00133907372673964,0.0135259972397943,0.658,0.559,0.285131077662912,1,1.07762557077625,"M1",1895,0.933247903753118,1.78100744991053,0.856,0.332,0,0,2.32775744903294
"SLC25A4","M3","S5",219,0.00039623209467975,0.00558073372788381,0.822,0.751,0.534821099488071,1,1.99543378995434,"M1",1895,1.52607791063455,2.4495632594455,0.91,0.287,0,0,3.25771040250912
"SLIT2","M3","S5",219,3.27884329674618e-05,0.0109294776558206,0.05,0.047,0.8075531270268,1,0.0502283105022831,"M1",1895,1.10001058391533,2.91008090982891,0.396,0.018,0,0,0.552012545739678
"SP100","M3","S5",219,0.00619392347449552,0.0804405646038379,0.356,0.279,0.10400830924332,1,0.474885844748858,"M4",1895,0.242870116423987,1.57707867807784,0.317,0.163,1.76582720940739e-65,4.47442956591737e-61,0.417125688532797
"SRGN","M3","S5",219,0.00392647281514517,0.122702275473287,0.959,0.927,0.00088632333732511,1,5.29223744292238,"M2",1895,0.779684552597419,2.22767015027834,0.976,0.626,0,0,10.6153421633554
"TESC","M3","S5",219,0.117990876302313,0.522083523461563,0.785,0.559,9.18869982746519e-11,2.3283246492814e-06,1.63470319634703,"M4",1895,0.255461156010474,1.7618010759343,0.436,0.291,7.09598072784961e-80,1.79805055662981e-75,0.82223335002503
"TNFSF13B","M3","S5",219,0.0187077153213569,0.283450232141771,0.155,0.089,0.00342721345481849,1,0.187214611872146,"M4",1895,1.42894308307399,3.41036535339855,0.499,0.08,0,0,1.03755633450175
"TRAPPC6A","M3","S5",219,0.0130239357546732,0.158828484813088,0.306,0.224,0.0200005568180038,1,0.392694063926941,"M4",1895,0.282487425728779,1.66169073958105,0.459,0.289,4.29420241625443e-87,1.08810795025471e-82,0.730095142714063
"TSPO","M3","S5",219,0.00504846056489769,0.077668624075349,0.89,0.825,0.0645509968081756,1,2.75342465753425,"M2",1895,0.347972215672872,1.79367121480862,0.891,0.697,0,0,3.02538631346574
"TUBB2B","M3","S5",219,0.00360781021586466,0.189884748203403,0.073,0.054,0.266191810004614,1,0.091324200913242,"M1",1895,1.94700324816339,3.48925313290931,0.578,0.02,0,0,1.00940930475694
"TUBG1","M3","S5",219,0.00822441220713392,0.0806314922268032,0.781,0.679,0.191663268040559,1,1.662100456621,"M1",1895,0.817338762406846,1.65118941900373,0.855,0.36,0,0,2.4260324098275
"TUSC3","M3","S5",219,0.00832654374481201,0.075013907610919,0.553,0.442,0.122803401021355,1,0.799086757990867,"M1",1895,0.86344437883253,2.0805888646567,0.568,0.153,0,0,0.962362780972306
"TXNIP","M3","S5",219,0.164010142686336,0.57146391179908,0.712,0.425,1.83474132582252e-13,4.64905104550168e-09,1.51598173515982,"M2",1895,0.18101164952837,1.41415351194039,0.351,0.223,2.71006289383214e-49,6.86702836668125e-45,0.493929359823402
"UBE2L6","M3","S5",219,0.00737871083968667,0.0760691839142955,0.342,0.245,0.0166226638712084,1,0.474885844748858,"M4",1895,1.06116760405884,3.01468069334897,0.509,0.157,2.37144716216762e-293,6.00900996421654e-289,1.09364046069103
"WBP5","M3","S5",219,0.0320487437298152,0.258457610724316,0.726,0.602,0.000839258454991995,1,1.61643835616438,"M1",1895,1.17725819601669,2.10224677860124,0.814,0.254,0,0,2.0841610036592
"WDR54","M3","S5",219,0.00824375905947868,0.183194645766193,0.155,0.11,0.0644066276034602,1,0.168949771689498,"M1",1895,0.890361493999544,1.78787448594286,0.624,0.126,0,0,1.09879769994774
"ZSWIM7","M3","S5",219,0.00272997760496384,0.0337034272217758,0.352,0.271,0.0809559331484571,1,0.424657534246575,"M1",1895,1.10815995037375,2.06746259398088,0.707,0.171,0,0,1.46837428123369
"ACTN1","M3","S6",218,0.0525739443360424,0.469410217286093,0.358,0.246,0.000195588473072557,1,0.435779816513761,"M2",1895,0.362643239556857,1.99254527229042,0.39,0.208,4.86703119804635e-96,1.23325703527297e-91,0.530905077262694
"AIF1","M3","S6",218,0.154616342076013,0.888599667103523,0.271,0.097,1.19530151675675e-13,3.02877451330992e-09,0.5,"M4",1895,2.23249225266871,3.35209046947253,0.933,0.267,0,0,5.7946920380571
"AMZ2","M3","S6",218,0.0629909026719774,0.499927798983948,0.413,0.287,7.09968774002037e-05,1,0.499999999999999,"M1",1895,0.848089314564866,1.81603707615603,0.647,0.18,0,0,1.15263983272349
"ANGPT1","M3","S6",218,0.333954151941216,1.23686722941191,0.495,0.225,3.7079868043595e-20,9.39566776356653e-16,0.821100917431192,"M4",1895,0.781745145814784,3.06566723848935,0.346,0.091,2.06206061609243e-192,5.2250553951166e-188,0.561842764146215
"ANXA1","M3","S6",218,0.318665324959716,1.37950357125418,0.945,0.714,1.13855926216111e-41,2.88499531439005e-37,7.25229357798165,"M4",1895,0.468144497486763,1.84308857278253,0.727,0.473,6.38233355196836e-218,1.61721949873326e-213,2.44366549824738
"AP1S2","M3","S6",218,0.310636060860333,1.09765392530153,0.573,0.29,1.47353422008936e-20,3.73378836028443e-16,0.935779816513761,"M2",1895,0.469286041817054,2.43153389542515,0.583,0.39,4.78052583407698e-148,1.21133744109677e-143,1.74503311258277
"ARHGDIB","M3","S6",218,0.243343886025772,1.04439436062563,0.431,0.198,3.4038138043709e-16,8.62492379889542e-12,0.78440366972477,"M2",1895,0.412526825693341,0.996441607954929,0.767,0.353,1.11433968962656e-195,2.82362533954475e-191,1.95088300220749
"ARHGDIB","M3","S6",218,0.243343886025772,1.04439436062563,0.431,0.198,3.4038138043709e-16,8.62492379889542e-12,0.78440366972477,"M4",1895,0.797813980997695,1.89055445734051,0.763,0.341,0,0,2.92789183775664
"ARPC5","M3","S6",218,0.0450638715273102,0.536474661039407,0.835,0.751,1.58126708398672e-09,4.00677266411395e-05,2.44036697247707,"M2",1895,0.287494135231309,1.79683834519568,0.872,0.712,0,0,3.01766004415007
"ATP6V0E2","M3","S6",218,0.000136211048033191,0.00972936057379936,0.257,0.243,0.808016176369798,1,0.321100917431192,"M1",1895,2.24834528917067,3.24436549663877,0.809,0.116,0,0,2.1134343962363
"ATP6V1H","M3","S6",218,0.00510194991807004,0.18221249707393,0.321,0.293,0.429381633802125,1,0.426605504587155,"M4",1895,0.277841627042607,1.82790544106978,0.36,0.208,2.1082091927581e-71,5.34199127352975e-67,0.498247371056582
"BAMBI","M3","S6",218,0.186360632597215,1.04112085249841,0.317,0.138,2.18872777909954e-12,5.54601731946033e-08,0.435779816513761,"M1",1895,0.96090586464627,2.47019502479761,0.447,0.058,0,0,0.715629900679567
"BEX1","M3","S6",218,0.00038695060097174,0.038695060097174,0.023,0.013,0.219942886967888,1,0.0229357798165138,"M2",1895,0.617860703698619,2.78315632296675,0.27,0.048,1.98515967428896e-178,5.03019609868078e-174,0.404525386313467
"BOD1","M3","S6",218,0.0045726073083111,0.142893978384722,0.142,0.11,0.171469296925258,1,0.146788990825688,"M1",1895,1.05284630932495,1.93894347941979,0.676,0.133,0,0,1.28855201254576
"BST2","M3","S6",218,0.0285099016182902,0.365511559208849,0.807,0.729,0.000547765878351197,1,2.29357798165138,"M4",1895,0.588346152959058,2.04998659567616,0.679,0.392,1.71105060476789e-244,4.33563112742135e-240,1.70105157736606
"C1orf50","M3","S6",218,0.000537978452819665,0.0215191381127866,0.45,0.425,0.740512675077775,1,0.637614678899082,"M2",1895,0.178570605059873,1.62336913690794,0.431,0.321,1.66856603371239e-62,4.22797947282383e-58,0.613686534216332
"CAMLG","M3","S6",218,0.00599291867471253,0.115248436052164,0.537,0.485,0.285224903312189,1,0.839449541284403,"M1",1895,0.833226641301527,1.63377772804221,0.802,0.292,0,0,1.95818086774703
"CAP1","M3","S6",218,0.211159024589746,0.898549040807428,0.784,0.549,1.06876931895524e-21,2.70815457730069e-17,2.06422018348624,"M2",1895,2.08396143323471,4.46244418251543,0.991,0.524,0,0,10.9122516556291
"CAPG","M3","S6",218,0.0387954062739072,0.440856889476218,0.229,0.141,0.0010054404684648,1,0.270642201834862,"M4",1895,0.842784433990567,2.13904678677809,0.639,0.245,4.07875530395303e-278,1.03351580646866e-273,1.48122183274913
"CBR1","M3","S6",218,0.00601953550391326,0.105605886033566,0.399,0.342,0.288514992493473,1,0.522935779816513,"M1",1895,1.63748733899977,2.61997974239964,0.795,0.17,0,0,2.04756926293782
"CCNE2","M3","S6",218,0.00696316957780333,0.211005138721313,0.183,0.15,0.228638085432644,1,0.211009174311927,"M4",1895,0.215381050847148,1.73694395844474,0.277,0.153,7.35273485124953e-49,1.86310948395812e-44,0.401101652478717
"CD52","M3","S6",218,0.530219189193946,1.61160847779315,0.5,0.171,1.62149277927593e-31,4.10870055340729e-27,0.944954128440366,"M4",1895,1.16028851108528,3.15295791055782,0.461,0.093,0,0,0.933900851276906
"CD53","M3","S6",218,0.253330528814351,1.35470871023717,0.284,0.097,8.34825328964344e-17,2.11536390106275e-12,0.486238532110092,"M4",1895,1.06665657431578,3.03027435885164,0.43,0.078,0,0,0.747621432148215
"CD68","M3","S6",218,0.209758399822622,0.932259554767209,0.472,0.247,1.02837631854541e-13,2.60580275356221e-09,0.706422018348623,"M2",1895,0.428851196931843,2.35632525786727,0.284,0.102,1.64812702101535e-104,4.17618905855079e-100,0.375275938189847
"CD70","M3","S6",218,8.4484497238486e-05,0.0168968994476972,0.018,0.013,0.535665824987274,1,0.018348623853211,"M2",1895,1.32335898121979,3.78102566062796,0.369,0.019,0,0,0.536423841059603
"CD82","M3","S6",218,0.000145646939453773,0.0364117348634432,0.037,0.033,0.800348891918204,1,0.036697247706422,"M4",1895,1.16888182891215,3.44802899384116,0.378,0.039,0,0,0.559339008512766
"CD96","M3","S6",218,0.00528766543621733,0.330479089763583,0.046,0.03,0.203519416785382,1,0.0504587155963303,"M4",1895,1.05073262174392,3.7392619990887,0.296,0.015,0,0,0.410115172759137
"CEBPD","M3","S6",218,0.00309772432450947,0.103257477483649,0.138,0.108,0.224071167952113,1,0.142201834862385,"M2",1895,0.404424282316876,1.72095439283777,0.365,0.13,2.65528628967576e-130,6.7282299294094e-126,0.500000000000002
"CELF2","M3","S6",218,0.324903825781527,1.2544549257974,0.422,0.163,8.57211385095827e-22,2.17208792869432e-17,0.596330275229357,"M4",1895,0.428145207324082,1.97301938859024,0.482,0.265,4.38307813919583e-126,1.11062816969083e-121,0.778668002002995
"CFD","M3","S6",218,0.0158759628913682,0.203537985786772,0.679,0.601,0.0151973926353156,1,1.41743119266055,"M2",1895,2.16486480749124,3.79800843419516,0.897,0.327,0,0,3.50275938189842
"CKB","M3","S6",218,0.004829214491033,0.219509749592409,0.972,0.95,9.84162973535777e-05,1,6.75229357798165,"M1",1895,0.963236177949042,2.15008075435054,0.991,0.543,0,0,11.5358076319916
"CLEC11A","M3","S6",218,0.0359113886138916,0.270010440705952,0.39,0.257,0.000142232708382933,1,0.527522935779816,"M2",1895,1.33359847238046,2.66719694476093,0.943,0.443,0,0,5.36258278145693
"CLEC2B","M3","S6",218,0.0880513159022325,0.78617246341279,0.271,0.159,1.67047105025878e-05,0.423280659425072,0.408256880733945,"M4",1895,1.3408428233749,3.65352267949563,0.431,0.064,0,0,0.763144717075606
"CMPK2","M3","S6",218,0.00608260573408805,0.243304229363522,0.073,0.048,0.115476033852033,1,0.0825688073394495,"M4",1895,1.24950717658821,3.62175993213975,0.378,0.033,0,0,0.589884827240856
